mode,team_contacting,date_contacted,content_object
phone,support,2/12/21,Client
email,sales,5/14/21,Lead
email,sales,2/26/21,Lead
social_media,marketing,5/20/21,Client
social_media,support,4/1/21,Client
email,sales,4/28/21,Lead
mail,support,2/5/21,Lead
mail,marketing,4/27/21,Lead
mail,marketing,4/26/21,Client
email,marketing,11/28/20,Lead
phone,support,3/14/21,Client
mail,marketing,5/11/21,Client
mail,sales,11/25/20,Lead
social_media,sales,3/3/21,Lead
email,support,8/28/20,Client
social_media,marketing,1/30/21,Lead
mail,sales,10/14/20,Client
social_media,sales,11/21/20,Lead
phone,support,9/2/20,Client
mail,sales,5/11/21,Client
social_media,sales,2/26/21,Lead
phone,sales,11/2/20,Client
email,marketing,4/19/21,Lead
social_media,marketing,6/16/20,Lead
phone,support,10/15/20,Client
email,sales,6/5/20,Lead
email,marketing,3/9/21,Lead
phone,support,2/9/21,Client
email,support,1/9/21,Client
mail,marketing,5/17/21,Client
mail,support,11/18/20,Lead
mail,sales,2/12/21,Lead
social_media,marketing,5/4/21,Lead
email,marketing,5/19/21,Lead
phone,sales,9/1/20,Client
social_media,support,5/27/21,Lead
phone,marketing,4/15/21,Lead
phone,marketing,1/6/21,Client
mail,marketing,1/25/21,Client
social_media,sales,1/19/21,Lead
email,marketing,12/24/20,Lead
email,support,11/29/20,Client
mail,support,5/13/21,Client
phone,sales,5/4/21,Client
email,sales,2/6/21,Client
mail,support,5/27/21,Lead
social_media,sales,3/21/21,Lead
mail,sales,4/22/21,Lead
mail,marketing,11/25/20,Lead
social_media,marketing,7/6/20,Client
email,marketing,7/10/20,Client
mail,marketing,10/13/20,Client
phone,support,9/16/20,Lead
email,marketing,5/28/21,Lead
email,marketing,2/5/21,Client
mail,marketing,4/17/21,Lead
phone,marketing,3/24/21,Lead
phone,sales,5/26/21,Lead
mail,marketing,11/12/20,Client
social_media,marketing,12/16/20,Lead
email,sales,11/27/20,Client
social_media,support,1/22/21,Client
phone,sales,3/9/21,Client
mail,sales,5/21/21,Client
email,marketing,4/29/21,Client
social_media,sales,5/15/21,Client
email,support,5/27/21,Client
phone,sales,1/5/21,Lead
social_media,support,3/5/21,Client
email,sales,9/15/20,Client
email,sales,12/4/20,Lead
phone,marketing,3/12/21,Client
phone,support,3/16/21,Lead
mail,sales,5/10/21,Client
social_media,sales,11/12/20,Lead
phone,marketing,4/10/21,Lead
phone,support,3/23/21,Client
email,marketing,5/4/21,Client
phone,sales,12/19/20,Lead
phone,marketing,10/25/20,Lead
social_media,marketing,11/17/20,Lead
mail,sales,5/21/21,Lead
social_media,marketing,5/9/21,Client
email,sales,3/13/21,Client
mail,sales,2/25/21,Client
email,support,11/9/20,Client
mail,marketing,3/27/21,Client
phone,sales,11/6/20,Client
phone,support,7/12/20,Client
phone,marketing,9/4/20,Lead
email,sales,2/21/21,Client
email,marketing,4/6/21,Lead
phone,support,1/1/21,Lead
phone,support,10/7/20,Client
social_media,marketing,5/27/21,Lead
social_media,marketing,4/26/21,Client
phone,sales,1/23/21,Client
phone,support,12/23/20,Lead
phone,sales,5/1/21,Client
mail,marketing,9/22/20,Lead
mail,marketing,7/30/20,Client
social_media,sales,7/18/20,Lead
mail,support,11/11/20,Client
phone,sales,9/6/20,Lead
email,sales,2/11/21,Lead
mail,sales,11/27/20,Client
social_media,marketing,5/17/21,Client
mail,marketing,9/17/20,Client
social_media,support,7/17/20,Client
social_media,support,9/17/20,Client
email,support,6/23/20,Client
phone,support,5/20/21,Client
mail,sales,4/8/21,Lead
phone,support,3/28/21,Lead
phone,marketing,4/8/21,Client
email,marketing,4/8/21,Client
email,marketing,6/2/20,Lead
email,sales,2/9/21,Lead
social_media,support,6/6/20,Lead
mail,sales,4/7/21,Client
email,marketing,2/20/21,Lead
social_media,marketing,1/25/21,Lead
social_media,sales,4/7/21,Lead
email,marketing,11/8/20,Lead
phone,sales,3/21/21,Client
mail,support,5/23/21,Client
social_media,sales,6/30/20,Client
email,marketing,12/12/20,Lead
email,support,5/9/21,Client
email,marketing,1/27/21,Lead
social_media,marketing,12/4/20,Client
mail,marketing,1/30/21,Lead
social_media,marketing,2/23/21,Client
mail,marketing,10/11/20,Lead
mail,marketing,11/10/20,Lead
phone,sales,4/9/21,Lead
email,marketing,4/1/21,Lead
social_media,marketing,5/1/21,Client
mail,marketing,6/13/20,Lead
social_media,sales,5/27/21,Client
social_media,marketing,12/14/20,Client
social_media,sales,12/7/20,Lead
phone,support,2/11/21,Client
email,support,12/25/20,Lead
mail,support,12/5/20,Lead
phone,support,3/9/21,Client
email,marketing,10/26/20,Client
phone,sales,5/14/21,Lead
email,marketing,7/13/20,Lead
mail,marketing,3/16/21,Lead
phone,support,5/19/21,Client
email,marketing,2/24/21,Lead
phone,support,5/28/21,Lead
social_media,marketing,5/24/21,Lead
social_media,support,7/12/20,Lead
email,support,4/6/21,Lead
social_media,support,5/27/21,Client
social_media,support,5/10/21,Client
phone,marketing,5/26/21,Client
phone,marketing,8/31/20,Lead
mail,marketing,4/18/21,Client
email,sales,2/9/21,Lead
social_media,marketing,12/9/20,Lead
mail,sales,10/29/20,Lead
social_media,sales,5/16/21,Client
email,marketing,12/4/20,Client
mail,sales,12/24/20,Lead
mail,marketing,10/16/20,Lead
social_media,support,4/5/21,Client
social_media,marketing,12/17/20,Client
mail,marketing,1/18/21,Client
phone,sales,1/10/21,Client
social_media,sales,3/9/21,Lead
email,sales,4/9/21,Client
email,sales,6/6/20,Lead
social_media,support,6/29/20,Client
email,sales,10/27/20,Client
email,marketing,8/9/20,Client
social_media,support,5/17/21,Lead
email,support,3/21/21,Lead
social_media,marketing,5/23/21,Lead
phone,support,7/6/20,Lead
email,support,3/2/21,Lead
phone,support,7/17/20,Lead
phone,marketing,1/17/21,Client
social_media,support,1/31/21,Lead
social_media,support,5/8/21,Lead
mail,sales,1/30/21,Client
mail,sales,11/7/20,Client
social_media,support,12/31/20,Lead
phone,sales,4/5/21,Lead
phone,marketing,3/25/21,Client
mail,sales,11/25/20,Client
social_media,sales,3/30/21,Client
social_media,marketing,7/13/20,Lead
social_media,sales,9/29/20,Client
email,support,2/1/21,Client
mail,marketing,9/29/20,Client
mail,marketing,5/11/21,Lead
social_media,marketing,1/6/21,Lead
email,sales,4/23/21,Client
email,sales,1/9/21,Lead
mail,support,3/2/21,Lead
mail,sales,5/19/21,Client
social_media,support,5/14/21,Client
phone,support,4/8/21,Client
phone,marketing,1/6/21,Client
email,sales,8/19/20,Client
social_media,sales,1/8/21,Lead
email,sales,12/31/20,Lead
social_media,marketing,7/17/20,Client
phone,support,12/22/20,Lead
mail,support,7/4/20,Client
mail,sales,11/8/20,Client
phone,marketing,5/3/21,Lead
email,support,2/14/21,Client
email,support,5/3/21,Client
email,support,8/7/20,Client
social_media,sales,5/24/21,Client
phone,support,10/19/20,Lead
phone,support,3/9/21,Client
social_media,sales,12/3/20,Client
social_media,support,5/19/21,Lead
email,sales,9/14/20,Lead
email,support,5/6/21,Lead
mail,sales,5/17/21,Lead
email,sales,5/24/21,Client
social_media,sales,12/18/20,Client
email,sales,4/30/21,Client
email,support,11/26/20,Lead
phone,marketing,4/28/21,Lead
email,sales,8/1/20,Lead
phone,support,4/1/21,Lead
social_media,marketing,5/17/21,Client
mail,marketing,4/20/21,Client
email,marketing,4/27/21,Lead
email,marketing,3/6/21,Client
mail,sales,5/21/21,Client
social_media,marketing,12/20/20,Lead
mail,marketing,9/23/20,Lead
social_media,sales,1/22/21,Lead
social_media,marketing,3/3/21,Client
email,support,6/22/20,Lead
phone,marketing,9/22/20,Client
phone,sales,1/12/21,Lead
mail,support,10/31/20,Client
mail,support,4/19/21,Lead
email,marketing,6/24/20,Client
mail,marketing,4/26/21,Client
email,marketing,11/13/20,Client
email,support,4/28/21,Client
mail,sales,2/1/21,Client
mail,sales,11/11/20,Lead
phone,marketing,5/17/21,Lead
mail,marketing,5/12/21,Client
phone,marketing,11/17/20,Client
mail,marketing,9/8/20,Lead
email,support,3/30/21,Lead
mail,sales,9/21/20,Client
social_media,sales,12/26/20,Lead
social_media,marketing,1/20/21,Lead
social_media,marketing,9/21/20,Lead
phone,sales,4/19/21,Client
social_media,marketing,4/17/21,Lead
social_media,support,11/4/20,Lead
phone,sales,8/11/20,Lead
social_media,marketing,1/14/21,Lead
social_media,support,5/10/21,Lead
mail,sales,4/9/21,Client
social_media,support,1/13/21,Lead
social_media,support,1/27/21,Lead
phone,support,11/29/20,Lead
email,support,5/15/21,Client
email,marketing,4/22/21,Lead
mail,sales,1/11/21,Client
social_media,support,5/26/21,Client
email,sales,1/7/21,Client
mail,marketing,2/14/21,Client
email,marketing,4/18/21,Lead
email,marketing,6/24/20,Client
email,support,2/13/21,Lead
social_media,marketing,3/29/21,Client
social_media,marketing,6/27/20,Lead
email,sales,12/30/20,Client
mail,marketing,4/24/21,Client
mail,sales,12/10/20,Client
mail,support,5/26/21,Lead
phone,support,4/13/21,Client
mail,sales,9/29/20,Client
phone,support,4/6/21,Lead
email,sales,7/7/20,Lead
email,marketing,3/7/21,Lead
phone,marketing,12/30/20,Lead
email,sales,11/27/20,Client
social_media,support,11/30/20,Client
mail,sales,7/20/20,Lead
social_media,marketing,10/8/20,Lead
phone,marketing,1/19/21,Client
social_media,marketing,4/26/21,Lead
social_media,marketing,4/25/21,Lead
email,support,12/6/20,Lead
mail,sales,4/29/21,Lead
social_media,marketing,12/30/20,Lead
email,marketing,5/28/21,Client
email,sales,3/16/21,Client
email,sales,8/14/20,Lead
social_media,sales,5/16/21,Client
mail,marketing,3/22/21,Client
social_media,marketing,5/17/21,Lead
phone,marketing,11/22/20,Lead
phone,support,1/23/21,Lead
social_media,support,11/1/20,Client
phone,support,5/7/21,Client
mail,marketing,5/10/21,Lead
email,sales,5/3/21,Client
email,support,4/22/21,Lead
phone,marketing,3/3/21,Lead
phone,sales,2/3/21,Client
social_media,support,12/29/20,Lead
email,sales,11/19/20,Lead
mail,marketing,2/16/21,Client
email,sales,6/6/20,Lead
email,sales,10/6/20,Client
mail,marketing,5/25/21,Lead
phone,support,5/17/21,Client
email,support,6/26/20,Lead
email,support,3/17/21,Lead
social_media,sales,4/22/21,Client
social_media,sales,11/12/20,Client
mail,sales,5/24/21,Client
mail,support,2/22/21,Lead
phone,marketing,5/8/21,Lead
mail,support,3/29/21,Lead
email,marketing,1/9/21,Client
phone,sales,11/27/20,Lead
mail,support,12/11/20,Client
social_media,marketing,4/29/21,Lead
email,support,5/2/21,Lead
email,marketing,1/11/21,Lead
social_media,sales,10/5/20,Lead
social_media,support,3/7/21,Lead
email,support,3/18/21,Lead
email,marketing,4/29/21,Client
mail,support,2/24/21,Lead
phone,sales,1/14/21,Lead
email,marketing,11/26/20,Lead
social_media,marketing,2/25/21,Client
phone,support,11/23/20,Client
phone,support,7/29/20,Lead
phone,support,11/22/20,Lead
social_media,sales,5/10/21,Client
phone,support,1/22/21,Client
social_media,sales,1/27/21,Lead
email,sales,5/11/21,Lead
mail,sales,4/21/21,Lead
social_media,marketing,7/6/20,Client
email,support,10/24/20,Client
phone,sales,1/6/21,Client
social_media,sales,11/7/20,Client
email,support,4/25/21,Lead
phone,support,7/19/20,Lead
mail,marketing,5/27/21,Client
mail,sales,1/20/21,Lead
social_media,sales,4/25/21,Client
phone,marketing,1/18/21,Lead
phone,sales,6/22/20,Client
mail,support,12/3/20,Client
social_media,support,7/13/20,Lead
email,sales,9/28/20,Client
mail,sales,4/30/21,Lead
mail,support,5/19/21,Lead
email,marketing,5/6/21,Lead
social_media,support,3/14/21,Lead
mail,marketing,4/27/21,Lead
mail,sales,1/12/21,Lead
email,sales,5/24/21,Client
social_media,sales,2/15/21,Lead
social_media,sales,7/14/20,Client
mail,sales,11/12/20,Lead
mail,support,3/14/21,Client
social_media,support,1/14/21,Client
email,sales,3/29/21,Lead
social_media,support,10/11/20,Lead
email,marketing,2/24/21,Lead
mail,sales,3/31/21,Lead
email,support,5/25/21,Client
mail,marketing,4/1/21,Client
phone,support,5/11/21,Lead
social_media,support,9/27/20,Lead
phone,support,3/21/21,Client
mail,marketing,1/1/21,Client
phone,sales,3/3/21,Client
mail,marketing,8/31/20,Lead
email,sales,3/17/21,Lead
email,marketing,7/1/20,Lead
mail,support,5/13/21,Lead
phone,support,5/25/21,Lead
social_media,support,11/16/20,Lead
social_media,support,3/19/21,Client
mail,support,11/12/20,Lead
email,support,6/12/20,Lead
email,sales,4/17/21,Client
social_media,marketing,2/7/21,Client
phone,support,8/1/20,Client
mail,sales,5/17/21,Lead
mail,marketing,2/3/21,Lead
phone,sales,5/20/21,Client
mail,marketing,2/1/21,Lead
phone,support,5/24/21,Lead
social_media,support,11/20/20,Lead
mail,sales,2/18/21,Lead
email,support,4/28/21,Lead
phone,support,4/24/21,Client
email,marketing,2/21/21,Client
social_media,support,9/19/20,Lead
phone,marketing,4/14/21,Client
email,sales,4/7/21,Lead
social_media,support,3/31/21,Lead
email,marketing,6/15/20,Lead
social_media,sales,1/19/21,Lead
phone,support,7/5/20,Client
social_media,marketing,11/15/20,Client
email,sales,11/29/20,Client
email,sales,5/25/21,Lead
phone,sales,4/12/21,Client
email,marketing,8/23/20,Lead
phone,support,9/16/20,Lead
mail,support,4/10/21,Lead
phone,marketing,12/4/20,Lead
mail,support,2/15/21,Lead
phone,marketing,7/20/20,Client
social_media,marketing,5/7/21,Client
phone,support,2/9/21,Lead
phone,support,5/9/21,Lead
phone,sales,11/22/20,Lead
mail,sales,10/4/20,Lead
social_media,sales,11/28/20,Lead
social_media,support,2/2/21,Lead
email,sales,5/12/21,Client
phone,support,4/24/21,Client
email,sales,2/23/21,Lead
social_media,sales,1/6/21,Client
email,support,1/5/21,Client
mail,marketing,5/3/21,Client
social_media,support,5/20/21,Client
social_media,marketing,12/23/20,Lead
email,support,1/27/21,Lead
social_media,sales,3/26/21,Client
mail,sales,3/28/21,Client
social_media,marketing,12/23/20,Lead
social_media,sales,10/30/20,Lead
email,sales,2/12/21,Client
mail,support,5/6/21,Lead
mail,support,9/1/20,Lead
phone,marketing,5/24/21,Lead
phone,sales,5/5/21,Lead
mail,marketing,4/7/21,Lead
phone,marketing,4/22/21,Client
mail,marketing,5/7/21,Lead
phone,support,4/22/21,Lead
phone,marketing,5/22/21,Lead
email,sales,3/19/21,Lead
email,marketing,5/14/21,Lead
social_media,sales,5/3/21,Client
phone,marketing,3/8/21,Lead
mail,support,1/20/21,Lead
social_media,marketing,5/2/21,Lead
mail,support,1/4/21,Lead
mail,sales,8/20/20,Lead
phone,marketing,10/26/20,Lead
social_media,support,5/31/20,Client
social_media,marketing,7/18/20,Lead
mail,marketing,4/2/21,Lead
mail,support,3/30/21,Client
mail,sales,9/15/20,Lead
email,marketing,4/9/21,Lead
email,support,6/17/20,Client
phone,sales,5/29/21,Lead
phone,support,11/4/20,Lead
phone,sales,5/25/21,Lead
email,support,5/21/21,Lead
mail,support,3/21/21,Client
mail,sales,1/1/21,Client
phone,marketing,5/28/21,Lead
social_media,sales,5/12/21,Lead
phone,marketing,2/12/21,Client
mail,marketing,12/11/20,Client
phone,support,5/4/21,Client
phone,support,5/28/21,Client
email,sales,5/20/21,Client
social_media,marketing,2/28/21,Lead
phone,marketing,4/29/21,Client
phone,sales,3/24/21,Client
mail,sales,2/12/21,Lead
mail,sales,4/2/21,Client
email,marketing,5/19/21,Lead
email,support,3/27/21,Client
mail,sales,11/28/20,Lead
social_media,marketing,1/16/21,Client
mail,sales,3/22/21,Lead
email,support,5/10/21,Lead
mail,marketing,12/11/20,Lead
email,marketing,3/13/21,Client
email,support,8/11/20,Client
phone,sales,8/3/20,Lead
email,sales,5/28/21,Client
mail,sales,9/15/20,Client
social_media,sales,5/3/21,Client
mail,support,7/11/20,Client
email,sales,6/12/20,Client
mail,support,8/28/20,Lead
social_media,marketing,4/15/21,Client
social_media,sales,1/6/21,Lead
social_media,support,5/18/21,Lead
mail,support,5/10/21,Client
email,marketing,4/5/21,Client
mail,sales,5/19/21,Client
mail,marketing,11/30/20,Client
email,support,10/27/20,Client
email,marketing,3/27/21,Lead
phone,marketing,2/15/21,Client
social_media,marketing,6/16/20,Client
phone,support,5/29/21,Client
mail,sales,5/23/21,Client
phone,sales,9/28/20,Lead
mail,sales,4/11/21,Lead
email,support,12/15/20,Client
social_media,sales,4/28/21,Lead
social_media,sales,6/12/20,Client
email,support,11/7/20,Client
email,support,11/9/20,Lead
phone,sales,1/20/21,Lead
phone,marketing,9/23/20,Lead
email,support,1/2/21,Lead
email,sales,3/26/21,Lead
mail,marketing,5/17/21,Lead
social_media,marketing,5/1/21,Client
email,support,1/20/21,Client
mail,support,5/7/21,Lead
mail,support,3/8/21,Client
phone,sales,10/11/20,Lead
phone,marketing,10/7/20,Client
mail,sales,12/11/20,Client
email,sales,8/2/20,Lead
phone,marketing,1/17/21,Lead
email,sales,5/25/21,Client
social_media,support,10/4/20,Client
phone,sales,5/13/21,Client
social_media,sales,3/31/21,Lead
phone,support,4/25/21,Lead
mail,support,10/29/20,Lead
phone,support,4/3/21,Lead
email,sales,2/17/21,Client
phone,support,10/23/20,Lead
email,marketing,7/5/20,Client
social_media,sales,12/13/20,Client
phone,sales,4/4/21,Lead
phone,marketing,5/20/21,Lead
social_media,sales,11/11/20,Lead
mail,support,6/29/20,Lead
mail,support,9/24/20,Client
mail,support,4/26/21,Client
phone,support,9/28/20,Lead
mail,support,6/22/20,Lead
email,support,5/4/21,Lead
phone,support,1/6/21,Lead
mail,sales,4/13/21,Lead
mail,support,11/27/20,Client
social_media,sales,3/30/21,Client
email,support,5/9/21,Client
social_media,sales,4/29/21,Client
email,marketing,5/4/21,Lead
mail,marketing,6/20/20,Client
social_media,support,3/24/21,Lead
mail,sales,3/6/21,Client
mail,support,5/7/21,Client
email,support,2/14/21,Lead
email,support,3/24/21,Lead
social_media,marketing,10/13/20,Lead
phone,marketing,2/16/21,Lead
social_media,marketing,9/19/20,Lead
email,marketing,1/20/21,Client
phone,support,5/22/21,Lead
phone,sales,5/17/21,Lead
mail,support,2/16/21,Lead
social_media,sales,10/4/20,Client
social_media,support,11/9/20,Lead
email,support,6/27/20,Lead
mail,support,4/26/21,Client
email,marketing,12/12/20,Lead
email,marketing,4/15/21,Lead
mail,marketing,10/24/20,Client
phone,support,10/30/20,Lead
email,marketing,10/10/20,Client
phone,marketing,3/7/21,Client
mail,support,11/13/20,Lead
mail,support,9/2/20,Lead
email,marketing,12/29/20,Lead
social_media,marketing,6/28/20,Client
social_media,support,11/14/20,Lead
social_media,support,5/25/21,Client
social_media,support,11/3/20,Lead
social_media,support,2/13/21,Client
email,sales,4/25/21,Lead
phone,marketing,1/12/21,Client
social_media,sales,1/17/21,Client
social_media,sales,8/12/20,Client
mail,support,5/27/21,Lead
social_media,sales,11/18/20,Client
mail,support,5/21/21,Lead
email,marketing,5/30/21,Client
email,marketing,3/20/21,Client
social_media,support,9/12/20,Lead
phone,sales,4/5/21,Lead
mail,marketing,7/15/20,Lead
email,support,5/9/21,Lead
email,sales,3/27/21,Lead
phone,marketing,3/27/21,Lead
social_media,support,5/6/21,Lead
email,support,5/1/21,Client
social_media,support,5/15/21,Client
phone,sales,5/16/21,Client
mail,marketing,11/12/20,Lead
mail,sales,2/11/21,Lead
mail,sales,6/24/20,Lead
email,support,5/29/21,Client
mail,sales,1/17/21,Lead
mail,support,4/18/21,Lead
